MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,TotalSF,TotalBath,TotalPorchSF,HouseAge,RemodAge,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
60,65.0,8.94715577112479,1,0,3,4,3,6,5,1993,1994,4.727387818712341,3,3,4,3,1,5,6.251903883165888,1,0.0,5.19295685089021,6.548219102762372,4,1,6.548219102762372,6.690842277418564,0.0,7.31455283232408,0,0,2,1,3,1,4,6,8,1,3,1993.0,3,2,6.042632833682381,3,3,2,5.25227342804663,4.1588830833596715,0.0,0.0,0.0,0.0,0,0,0.0,5,2006,165600,2198,2.5,63,13,12,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20,50.0,8.987321812850125,1,0,4,4,3,6,6,1948,2002,0.0,3,4,3,3,1,5,6.523562306149512,1,0.0,5.680172609017068,6.880384082186005,5,1,6.880384082186005,0.0,0.0,6.880384082186005,1,0,1,0,2,1,3,5,8,1,4,1948.0,1,1,5.484796933490655,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2009,132000,1944,2.0,0,61,7,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
190,65.0,8.962007209588313,1,0,4,4,3,5,7,1939,1950,0.0,3,3,4,3,2,3,6.230481447578482,1,0.0,5.659482215759621,6.677083461247136,3,1,6.677083461247136,5.786897381366708,0.0,7.020190708311925,1,0,1,0,3,1,3,5,8,1,4,1939.0,1,2,6.018593214496234,3,3,2,0.0,0.0,0.0,0.0,5.605802066295998,0.0,0,3,0.0,5,2006,119900,1911,2.0,271,67,56,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20,150.0,12.279536839074337,1,0,1,4,1,7,5,1965,1965,0.0,3,3,4,3,4,5,7.1204443723924875,3,6.710523109452428,4.394449154672439,7.667158255319148,3,1,7.619233416226805,0.0,0.0,7.619233416226805,2,0,2,0,3,1,3,8,8,2,4,1965.0,2,2,6.2422232654551655,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,375000,4172,4.0,0,44,44,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70,60.0,9.169622538697624,1,1,4,4,3,7,7,1925,1990,0.0,3,3,3,4,1,2,2.833213344056216,1,0.0,6.569481420414296,6.591673732008658,5,1,6.725033642166843,6.697034247666484,0.0,7.403670290012373,0,1,1,1,3,1,5,6,8,1,4,1925.0,1,2,6.304448802421981,2,3,2,0.0,0.0,5.459585514144159,0.0,0.0,0.0,0,0,0.0,8,2006,178000,2369,2.0,234,81,16,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,71.0,8.961366060627451,1,0,3,4,3,7,5,2004,2005,0.0,4,3,4,3,1,6,6.054439346269371,1,0.0,5.676753802268282,6.57507584059962,5,1,6.57507584059962,6.57507584059962,0.0,7.267525427828172,1,0,2,1,3,1,4,6,8,1,4,2004.0,3,2,6.07073772800249,3,3,2,4.61512051684126,3.9512437185814275,0.0,0.0,0.0,0.0,0,0,0.0,7,2009,188500,2148,3.5,51,5,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,94.0,9.473166068429098,1,0,3,4,3,7,7,1980,1980,5.631211781821365,4,3,4,3,1,6,6.541029999189903,1,0.0,5.0369526024136295,6.740519359606223,3,1,7.050989447068045,7.0909098220799835,0.0,7.763871287820222,1,0,2,1,4,1,5,10,8,1,3,1983.0,2,2,6.184148890937483,3,3,2,5.666426688112432,5.278114659230517,0.0,0.0,0.0,0.0,0,4,0.0,8,2009,260000,3198,3.5,195,29,29,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,75.0,9.105090961257085,1,0,4,4,3,8,5,2006,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,6.9930151229329605,6.9930151229329605,5,1,6.9930151229329605,6.77078942390898,0.0,7.580699752224563,0,0,2,1,3,1,4,8,8,1,4,2006.0,2,3,6.933423025730715,3,3,2,5.342334251964811,3.8501476017100584,0.0,0.0,0.0,0.0,0,0,0.0,12,2007,270000,3047,2.5,46,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,90.0,9.200391041122515,1,0,4,4,2,7,5,1993,1993,5.54907608489522,4,3,4,3,4,6,6.895682697747868,1,0.0,5.8888779583328805,7.206377291472252,5,1,7.224753405767971,7.150701457592526,0.0,7.881182202227102,1,0,2,1,4,1,4,9,8,1,3,1993.0,2,3,6.48768401848461,3,3,2,5.831882477283517,4.110873864173311,4.976733742420574,0.0,0.0,0.0,0,0,0.0,4,2009,260000,3993,3.5,204,16,16,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
80,80.0,9.55506418479516,1,0,4,4,3,7,5,1980,1980,5.420534999272286,3,3,4,3,3,6,6.9440872082295275,1,0.0,5.820082930352362,7.224753405767971,3,1,7.29505641646263,0.0,0.0,7.29505641646263,1,0,2,0,3,1,3,6,8,2,3,1980.0,1,2,6.3784261836515865,3,3,2,5.455321115357702,3.8918202981106265,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,187500,2844,3.0,48,29,29,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,111.0,9.696463383101802,1,0,4,4,3,9,5,2006,2006,5.916202062607435,3,3,5,4,3,1,0.0,1,0.0,7.1308988302963465,7.1308988302963465,5,1,7.1308988302963465,7.206377291472252,0.0,7.862112211662748,0,0,3,1,4,1,4,9,8,0,0,2006.0,2,3,6.734591659972948,3,3,2,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0,0,0.0,9,2006,342643,3845,3.5,154,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
60,99.0,9.400960731584833,1,0,3,4,3,8,5,2004,2004,5.963579343618446,4,3,5,3,3,6,6.878326468291325,1,0.0,5.117993812416755,7.036148493750536,5,1,7.036148493750536,7.195187320178709,0.0,7.81156848934518,1,0,2,1,4,1,4,10,8,1,4,2004.0,3,3,6.771935555839602,3,3,2,5.220355825078324,5.043425116919247,0.0,0.0,0.0,0.0,0,0,0.0,6,2007,354000,3604,3.5,154,3,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,86.0,9.247732491193245,1,0,3,4,3,7,5,1986,1987,5.153291594497779,4,3,3,3,4,2,3.367295829986474,5,7.29641326877392,0.0,7.315218389752975,5,1,7.348587530927593,7.071573364211532,0.0,7.912423121473705,1,0,2,1,4,1,4,8,8,1,3,1987.0,3,2,6.3578422665081,3,3,2,5.308267697401205,4.574710978503383,0.0,0.0,0.0,0.0,0,3,0.0,8,2007,301000,4232,3.5,96,21,20,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20,49.0,8.669227347271736,1,0,4,4,3,3,8,1955,2005,0.0,3,4,3,3,1,5,5.54907608489522,1,0.0,6.810142450115136,7.0587581525186645,5,1,7.059617628291383,0.0,0.0,7.059617628291383,1,0,1,0,3,1,3,6,8,0,0,1955.0,1,1,5.3981627015177525,2,3,2,4.962844630259907,4.59511985013459,0.0,0.0,0.0,0.0,0,0,0.0,7,2006,126175,2325,2.0,98,51,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
80,96.0,9.330431852234003,1,0,4,4,3,7,7,1967,2007,5.707110264748875,4,4,4,3,1,1,0.0,1,0.0,6.566672429803241,6.566672429803241,5,1,7.549082710812286,6.985641817639208,0.0,7.999342952713282,0,0,2,1,5,1,4,11,8,1,4,1961.0,3,2,6.336825731146441,3,3,2,5.484796933490655,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2010,242000,3688,2.5,0,43,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
45,50.0,8.517393171418904,1,0,4,4,3,5,6,1941,1950,0.0,3,3,3,3,3,4,4.762173934797756,1,0.0,6.405228458030842,6.580639137284949,1,0,6.6895992691789665,0.0,0.0,6.6895992691789665,0,0,1,0,2,1,3,5,8,0,0,1941.0,1,2,5.8888779583328805,3,3,2,0.0,0.0,5.501258210544727,0.0,0.0,0.0,0,0,0.0,12,2007,87000,1523,1.0,244,66,57,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
120,32.0,9.291643823040218,1,0,3,4,3,8,5,1993,1993,0.0,4,3,4,3,4,6,7.3901814282264295,1,0.0,4.61512051684126,7.450079569807499,5,1,7.450079569807499,0.0,0.0,7.450079569807499,2,0,1,1,1,1,4,6,8,2,4,1993.0,3,2,6.161207321695077,3,3,2,4.812184355372417,3.4339872044851463,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,324000,3438,3.5,30,15,15,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,80.0,9.358846580275406,1,0,4,4,3,6,5,1960,1960,5.170483995038151,3,3,3,3,1,3,6.338594078203183,1,0.0,6.70808408385307,7.232733136177615,3,1,7.232733136177615,0.0,0.0,7.232733136177615,0,0,1,1,3,1,3,7,8,0,0,1960.0,2,1,5.680172609017068,3,3,2,0.0,3.828641396489095,0.0,0.0,0.0,0.0,0,0,0.0,4,2006,145250,2766,1.5,45,46,46,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
75,52.0,9.383368881858544,1,2,3,4,3,6,6,1916,1994,0.0,3,3,3,3,1,1,0.0,1,0.0,6.739336627357174,6.739336627357174,4,0,7.27655640271871,6.536691597591305,0.0,7.666221925662725,0,0,2,0,5,1,4,10,8,0,0,1930.0,1,2,6.091309882077698,3,3,2,0.0,4.110873864173311,5.594711379601839,0.0,0.0,0.0,0,0,0.0,7,2009,214500,2978,2.0,328,93,15,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70,60.0,8.764521909518802,1,0,4,4,3,5,5,1920,1950,0.0,3,3,3,3,2,1,0.0,1,0.0,6.391917113392602,6.391917113392602,3,0,6.391917113392602,6.391917113392602,0.0,7.084226422097916,0,0,1,0,3,1,3,6,8,0,0,1920.0,1,1,5.247024072160486,2,2,0,0.0,0.0,4.927253685157205,0.0,0.0,0.0,0,2,0.0,7,2009,78000,1788,1.0,137,89,59,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
90,73.0,9.270964993792617,1,0,3,4,3,5,4,1964,1964,4.442651256490317,3,3,3,3,1,6,3.713572066704308,3,5.579729825986222,7.261927092702751,7.455298485683291,3,1,7.455298485683291,0.0,0.0,7.455298485683291,0,1,2,0,6,2,3,10,8,0,0,2002.0,1,1,5.8664680569332965,3,3,2,5.049856007249537,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,2007,119000,3456,2.5,0,43,43,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20,70.0,9.009080614161977,1,0,4,4,3,5,6,1958,1992,0.0,3,3,3,3,1,3,6.741700694652055,1,0.0,5.351858133476067,6.963189985870238,2,1,6.963189985870238,0.0,0.0,6.963189985870238,1,0,1,0,3,1,3,6,8,0,0,1958.0,2,1,5.733341276897746,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2007,139000,2112,2.0,0,49,15,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20,85.0,9.273878392780171,1,0,3,4,3,8,5,2003,2004,5.6937321388027,4,3,4,3,1,6,7.025538314638521,0,6.173786103901937,7.38025578842646,8.073091199693154,5,1,7.396335293800808,0.0,0.0,7.396335293800808,1,0,2,0,3,1,4,7,8,1,4,2003.0,2,3,6.78105762593618,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,10,2009,284000,4835,3.0,0,6,5,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
